time,fsr1,fsr2,fsr3,fsr4,label
0.0,3457,0,0,3940,hard_ground_17
0.0,3449,0,0,3946,hard_ground_17
0.0,3451,0,0,3942,hard_ground_17
0.0,3452,0,0,3933,hard_ground_17
0.0,3451,0,0,3936,hard_ground_17
0.0,3453,0,0,3939,hard_ground_17
0.0,3451,0,0,3943,hard_ground_17
0.0,3451,0,0,3939,hard_ground_17
0.0,3455,0,0,3938,hard_ground_17
0.0,3454,0,0,3935,hard_ground_17
0.0,3449,0,0,3941,hard_ground_17
0.0,3454,0,0,3939,hard_ground_17
0.0,3453,0,0,3938,hard_ground_17
0.0,3453,0,0,3940,hard_ground_17
0.0,3451,0,0,3942,hard_ground_17
0.0,3457,0,0,3939,hard_ground_17
0.0,3447,0,0,3939,hard_ground_17
0.0,3452,0,0,3939,hard_ground_17
0.0,3453,0,0,3940,hard_ground_17
0.0,3452,0,0,3941,hard_ground_17
0.0,3453,0,0,3940,hard_ground_17
0.0,3451,0,0,3941,hard_ground_17
0.0,3452,0,0,3942,hard_ground_17
0.0,3455,0,0,3940,hard_ground_17
0.0,3454,0,0,3937,hard_ground_17
0.0,3448,0,0,3940,hard_ground_17
0.0,3450,0,0,3940,hard_ground_17
0.0,3449,0,0,3939,hard_ground_17
0.006,3452,0,0,3940,hard_ground_17
0.006,3447,0,0,3938,hard_ground_17
0.006,3451,0,0,3942,hard_ground_17
0.006,3453,0,0,3939,hard_ground_17
0.006,3454,0,0,3938,hard_ground_17
0.007,3453,0,0,3941,hard_ground_17
0.007,3456,0,0,3939,hard_ground_17
0.007,3452,0,0,3938,hard_ground_17
0.007,3452,0,0,3942,hard_ground_17
0.007,3454,0,0,3935,hard_ground_17
0.007,3455,0,0,3939,hard_ground_17
0.009,3453,0,0,3947,hard_ground_17
0.009,3451,0,0,3939,hard_ground_17
0.009,3452,0,0,3939,hard_ground_17
0.009,3453,0,0,3939,hard_ground_17
0.009,3451,0,0,3941,hard_ground_17
0.009,3450,0,0,3939,hard_ground_17
0.01,3455,0,0,3946,hard_ground_17
0.01,3454,0,0,3942,hard_ground_17
0.01,3451,0,0,3935,hard_ground_17
0.01,3454,0,0,3939,hard_ground_17
0.01,3453,0,0,3936,hard_ground_17
0.01,3453,0,0,3934,hard_ground_17
0.01,3453,0,0,3938,hard_ground_17
0.01,3453,0,0,3941,hard_ground_17
0.01,3453,0,0,3942,hard_ground_17
0.01,3453,0,0,3942,hard_ground_17
0.01,3444,0,0,3934,hard_ground_17
0.01,3452,0,0,3940,hard_ground_17
0.01,3453,0,0,3942,hard_ground_17
0.01,3451,0,0,3935,hard_ground_17
0.01,3451,0,0,3940,hard_ground_17
0.01,3456,0,0,3939,hard_ground_17
0.01,3452,0,0,3945,hard_ground_17
0.01,3454,0,0,3942,hard_ground_17
0.01,3451,0,0,3941,hard_ground_17
0.01,3451,0,0,3941,hard_ground_17
0.01,3455,0,0,3938,hard_ground_17
0.01,3452,0,0,3944,hard_ground_17
0.01,3453,0,0,3940,hard_ground_17
0.01,3445,0,0,3939,hard_ground_17
0.01,3453,0,0,3942,hard_ground_17
0.01,3457,0,0,3940,hard_ground_17
0.01,3458,0,0,3939,hard_ground_17
0.01,3460,0,0,3941,hard_ground_17
0.01,3454,0,0,3942,hard_ground_17
0.01,3460,0,0,3954,hard_ground_17
0.01,3456,0,0,3938,hard_ground_17
0.01,3457,0,0,3940,hard_ground_17
0.01,3456,0,0,3942,hard_ground_17
0.015,3454,0,0,3942,hard_ground_17
0.015,3456,0,0,3943,hard_ground_17
0.015,3454,0,0,3943,hard_ground_17
0.015,3457,0,0,3942,hard_ground_17
0.015,3455,0,0,3937,hard_ground_17
0.015,3455,0,0,3943,hard_ground_17
0.015,3459,0,0,3940,hard_ground_17
0.015,3456,0,0,3937,hard_ground_17
0.015,3458,0,0,3937,hard_ground_17
0.015,3462,0,0,3941,hard_ground_17
0.015,3462,0,0,3938,hard_ground_17
0.015,3459,0,0,3938,hard_ground_17
0.015,3457,0,0,3944,hard_ground_17
0.015,3465,0,0,3942,hard_ground_17
0.015,3457,0,0,3943,hard_ground_17
0.015,3464,0,0,3939,hard_ground_17
0.015,3454,0,0,3934,hard_ground_17
0.015,3458,0,0,3942,hard_ground_17
0.015,3455,0,0,3942,hard_ground_17
0.015,3459,0,0,3940,hard_ground_17
0.015,3456,0,0,3943,hard_ground_17
0.015,3458,0,0,3941,hard_ground_17
0.015,3466,0,0,3942,hard_ground_17
0.015,3458,0,0,3939,hard_ground_17
0.015,3464,0,0,3939,hard_ground_17
0.015,3462,0,0,3940,hard_ground_17
0.015,3461,0,0,3943,hard_ground_17
0.02,3458,0,0,3945,hard_ground_17
0.02,3465,0,0,3942,hard_ground_17
0.02,3466,0,0,3944,hard_ground_17
0.021,3460,0,0,3936,hard_ground_17
0.021,3466,0,0,3944,hard_ground_17
0.021,3457,0,0,3944,hard_ground_17
0.021,3461,0,0,3947,hard_ground_17
0.021,3462,0,0,3944,hard_ground_17
0.021,3461,0,0,3938,hard_ground_17
